,0
973,36.50546
974,46.66838
975,23.518753
976,24.015938
977,32.363274
978,36.14567
979,30.183233
980,40.59303
981,24.015938
982,34.094845
983,31.722713
984,25.466816
985,23.328365
986,27.177649
987,44.318733
988,20.134737
989,31.896166
990,30.237799
991,31.43786
992,34.49505
993,24.467041
994,30.461857
995,25.466816
996,33.17245
997,53.768337
998,33.623554
999,27.177649
1000,24.015938
1001,43.919346
1002,24.015938
1003,55.241104
1004,26.596985
1005,42.365463
1006,23.81387
1007,25.466816
1008,32.577606
1009,29.712305
1010,29.900082
1011,24.015938
1012,45.302177
1013,32.529377
1014,25.96205
1015,26.596985
1016,28.543177
1017,25.466816
1018,36.495907
1019,39.062572
1020,41.24922
1021,29.446993
1022,33.178432
1023,24.109913
1024,29.900082
1025,29.222702
1026,36.341602
1027,29.900082
1028,24.467041
1029,36.50546
1030,24.467041
1031,36.589878
1032,40.109604
1033,29.900082
1034,37.936398
1035,25.466816
1036,24.015938
1037,32.524208
1038,44.318733
1039,22.557755
1040,28.804583
1041,23.067646
1042,22.275372
1043,24.467041
1044,24.467041
1045,24.467041
1046,24.467041
1047,42.389603
1048,24.015938
1049,55.241104
1050,26.596985
1051,54.838097
1052,24.015938
1053,20.691
1054,25.466816
1055,25.50281
1056,44.318733
1057,25.466816
1058,24.015938
1059,50.868732
1060,24.467041
1061,20.032085
1062,25.466816
1063,25.466816
1064,24.467041
1065,31.524433
1066,25.466816
1067,35.09462
1068,23.21704
1069,24.015938
1070,23.726252
1071,54.789997
1072,27.438564
1073,32.876488
1074,37.524113
1075,24.467041
1076,38.232357
1077,38.421352
1078,24.467041
1079,24.467041
1080,29.706516
1081,56.32879
1082,20.290483
1083,47.291477
1084,45.76961
1085,31.815544
1086,30.912964
1087,29.870285
1088,27.177649
1089,24.015938
1090,34.094845
1091,26.596985
1092,29.900082
1093,20.290483
1094,24.015938
1095,43.183025
1096,38.863026
1097,39.271854
1098,47.375744
1099,23.518753
1100,38.683464
1101,36.956566
1102,29.900082
1103,42.318634
1104,44.769836
1105,18.675179
1106,34.287163
1107,33.88628
1108,25.466816
1109,29.900082
1110,26.859715
1111,24.015938
1112,54.334988
1113,57.23113
1114,24.015938
1115,42.722088
1116,32.585976
1117,25.466816
1118,33.623554
1119,24.015938
1120,24.467041
1121,25.466816
1122,24.467041
1123,34.476616
1124,33.6394
1125,27.177649
1126,21.041847
1127,46.408825
1128,25.466816
1129,25.466816
1130,33.64374
1131,24.015938
1132,41.273224
1133,30.692797
1134,23.067646
1135,47.0567
1136,24.015938
1137,22.424759
1138,44.318733
1139,30.274588
1140,24.467041
1141,45.76961
1142,24.467041
1143,21.430338
1144,24.015938
1145,33.044792
1146,48.475727
1147,25.466816
1148,24.467041
1149,32.876488
1150,35.590107
1151,42.389603
1152,25.466816
1153,31.912739
1154,24.015938
1155,37.32188
1156,34.098713
1157,29.900082
1158,44.318733
1159,24.015938
1160,24.015938
1161,20.61412
1162,24.467041
1163,35.05709
1164,28.159513
1165,24.467041
1166,20.691
1167,32.73794
1168,23.110138
1169,33.17245
1170,33.64761
1171,24.015938
1172,34.094845
1173,24.015938
1174,22.659033
1175,25.466816
1176,34.119434
1177,39.798344
1178,24.467041
1179,24.015938
1180,36.43449
1181,28.951794
1182,28.496592
1183,25.466816
1184,25.466816
1185,28.951794
1186,46.37597
1187,28.543177
1188,39.520702
1189,22.345459
1190,18.675179
1191,46.77364
1192,24.467041
1193,34.476616
1194,45.367573
1195,24.015938
1196,57.89934
1197,28.229605
1198,42.362583
1199,37.946785
1200,31.722713
1201,24.467041
1202,44.318733
1203,25.466816
1204,26.474882
1205,33.64761
1206,24.467041
1207,25.466816
1208,23.067646
1209,25.466816
1210,25.466816
1211,26.843374
1212,24.467041
1213,24.467041
1214,25.466816
1215,37.88537
1216,47.515766
1217,45.76961
1218,30.462505
1219,38.372982
1220,24.015938
1221,24.015938
1222,36.50546
1223,24.467041
1224,24.467041
1225,29.900082
1226,36.926655
1227,35.18608
1228,19.638863
1229,22.726479
1230,24.015938
1231,24.467041
1232,31.837587
1233,36.94701
1234,25.466816
1235,33.044792
1236,24.110481
1237,37.946785
1238,20.00343
1239,31.317036
1240,24.015938
1241,29.806849
1242,26.596985
1243,30.816916
1244,25.466816
1245,36.529034
1246,24.015938
1247,25.466816
1248,33.17245
1249,33.288464
1250,24.110481
1251,42.02981
1252,41.393074
1253,24.467041
1254,32.288692
1255,36.926655
1256,24.015938
1257,34.62333
1258,42.365463
1259,24.015938
1260,31.722713
1261,39.278267
1262,32.173817
1263,25.466816
1264,28.804583
1265,24.467041
1266,24.015938
1267,25.466816
1268,33.623554
1269,34.094845
1270,24.015938
1271,37.872326
1272,31.722713
1273,50.980026
1274,24.110481
1275,24.015938
1276,30.912964
1277,24.467041
1278,27.738863
1279,24.467041
1280,27.804808
1281,24.467041
1282,24.015938
1283,30.894562
1284,24.467041
1285,31.431879
1286,24.467041
1287,23.067646
1288,25.466816
1289,29.900082
1290,34.476616
1291,27.738863
1292,22.857174
1293,37.541107
1294,27.177649
1295,35.62583
1296,41.08152
1297,38.94619
1298,26.447905
1299,36.43449
1300,52.690876
1301,24.467041
1302,30.461857
1303,30.461857
1304,23.0053
1305,29.900082
1306,24.015938
1307,24.467041
1308,59.414223
1309,49.930107
1310,31.07333
1311,49.015324
1312,36.99796
1313,23.726252
1314,24.015938
1315,30.673584
1316,33.623554
1317,33.17359
1318,37.68992
1319,24.467041
1320,41.773796
1321,22.00553
1322,24.015938
1323,33.17245
1324,34.62333
1325,23.32057
1326,21.554422
1327,29.537106
1328,24.015938
1329,36.94701
1330,24.015938
1331,25.723528
1332,24.467041
1333,34.098713
1334,33.64761
1335,24.015938
1336,24.467041
1337,33.64761
1338,23.794653
1339,24.015938
1340,42.318634
1341,31.722713
1342,32.288692
1343,30.041662
1344,45.39615
1345,24.015938
1346,31.912739
1347,24.467041
1348,39.072437
1349,27.928318
1350,33.17245
1351,35.2685
1352,24.015938
1353,25.466816
1354,24.467041
1355,25.466816
1356,22.726479
1357,24.015938
1358,24.467041
1359,40.232853
1360,24.467041
1361,26.596985
1362,36.956566
1363,23.518753
1364,27.694077
1365,24.467041
1366,24.453564
1367,39.07969
1368,26.596985
1369,22.659033
1370,26.859715
1371,50.557846
1372,24.467041
1373,24.467041
1374,20.032085
1375,26.596985
1376,24.015938
1377,24.015938
1378,24.015938
1379,24.015938
1380,22.726479
1381,32.173817
1382,24.015938
1383,28.840805
1384,58.757984
1385,24.110481
1386,24.015938
1387,24.015938
1388,25.466816
1389,23.110138
1390,25.466816
1391,24.467041
1392,38.809193
1393,36.400997
1394,24.015938
1395,33.623554
1396,37.529594
1397,23.067646
1398,44.496223
1399,25.466816
1400,24.467041
1401,24.015938
1402,24.015938
1403,30.515411
1404,36.239643
1405,46.776676
1406,24.467041
1407,32.11709
1408,31.122751
1409,29.188595
1410,39.934536
1411,24.65681
1412,34.62333
1413,24.467041
1414,26.859715
1415,20.59074
1416,24.467041
1417,42.318634
1418,29.900082
1419,34.62333
1420,24.015938
1421,24.015938
1422,40.141926
1423,20.290483
1424,33.64374
1425,44.04837
1426,20.032085
1427,47.291477
1428,42.362583
1429,25.466816
1430,46.696014
1431,24.015938
1432,34.4244
1433,24.467041
1434,24.467041
1435,36.50546
1436,25.466816
1437,33.549557
1438,44.318733
1439,28.804583
1440,24.467041
1441,24.015938
1442,25.466816
1443,23.518753
1444,42.33494
1445,26.859715
1446,24.467041
1447,36.50546
1448,24.467041
1449,28.543177
1450,36.487514
1451,30.912964
1452,24.467041
1453,29.900082
1454,46.938503
1455,35.23987
1456,23.518753
1457,24.467041
1458,29.85221
1459,23.518753
1460,20.032085
1461,36.926655
1462,38.58942
1463,24.467041
1464,59.803837
1465,43.271305
1466,25.466816
1467,24.015938
1468,33.17245
1469,24.015938
1470,37.000515
1471,25.466816
1472,33.850224
1473,32.54659
1474,45.75065
1475,28.951794
1476,24.015938
1477,24.015938
1478,33.623554
1479,36.956566
1480,51.820347
1481,31.912739
1482,47.240044
1483,25.96205
1484,24.015938
1485,34.62333
1486,24.015938
1487,26.12404
1488,22.275372
1489,31.356466
1490,24.467041
1491,23.110138
1492,24.015938
1493,55.251827
1494,31.722713
1495,24.015938
1496,42.85821
1497,30.912964
1498,29.824219
1499,37.88537
1500,24.015938
1501,24.467041
1502,24.015938
1503,44.212227
1504,37.956337
1505,24.015938
1506,27.430819
1507,26.596985
1508,26.596985
1509,24.467041
1510,24.015938
1511,24.467041
1512,29.900082
1513,39.683235
1514,20.691
1515,39.449734
1516,37.379444
1517,26.859715
1518,24.467041
1519,42.8238
1520,24.015938
1521,24.015938
1522,24.015938
1523,24.467041
1524,23.067646
1525,44.738235
1526,37.946785
1527,24.015938
1528,27.177649
1529,22.71509
1530,20.032085
1531,24.015938
1532,32.363274
1533,32.506725
1534,25.466816
1535,24.467041
1536,22.345459
1537,34.73879
1538,26.12404
1539,24.467041
1540,22.345459
1541,24.015938
1542,36.529034
1543,37.721016
1544,24.015938
1545,36.511353
1546,24.467041
1547,29.900082
1548,25.911425
1549,23.0053
1550,25.466816
1551,20.691
1552,29.900082
1553,43.44965
1554,40.232853
1555,31.722713
1556,47.291477
1557,24.467041
1558,44.318733
1559,24.015938
1560,29.900082
1561,25.466816
1562,26.859715
1563,32.633102
1564,32.286835
1565,42.318634
1566,24.467041
1567,36.14567
1568,35.13503
1569,21.554422
1570,24.015938
1571,24.015938
1572,40.885204
1573,24.467041
1574,33.495895
1575,20.290483
1576,30.531015
1577,24.467041
1578,24.110481
1579,23.0053
1580,22.041618
1581,25.466816
1582,34.154186
1583,24.015938
1584,39.086506
1585,24.015938
1586,29.900082
1587,32.290703
1588,30.365808
1589,31.722713
1590,26.859715
1591,27.881922
1592,46.152843
1593,24.015938
1594,33.813316
1595,25.466816
1596,25.466816
1597,26.596985
1598,25.466816
1599,24.467041
1600,28.881697
1601,29.900082
1602,39.798344
1603,21.041847
1604,44.769836
1605,39.798344
1606,24.015938
1607,27.438564
1608,49.346886
1609,25.466816
1610,34.73879
1611,27.804808
1612,24.015938
1613,24.467041
1614,20.691
1615,24.467041
1616,36.94701
1617,24.467041
1618,34.287163
1619,33.178432
1620,24.467041
1621,31.91217
1622,20.290483
1623,24.015938
1624,34.62333
1625,29.84751
1626,24.015938
1627,29.900082
1628,30.816916
1629,50.195225
1630,24.110481
1631,28.18672
1632,24.015938
1633,32.93598
1634,24.015938
1635,57.682236
1636,24.467041
1637,34.094845
1638,50.71301
1639,33.62954
1640,45.76961
1641,24.015938
1642,30.461857
1643,23.61026
1644,42.389603
1645,29.900082
1646,34.64955
1647,22.74269
1648,31.817257
1649,43.98838
1650,24.015938
1651,36.487514
1652,24.015938
1653,24.467041
1654,42.362583
1655,35.485268
1656,36.50546
1657,34.287163
1658,54.51933
1659,20.691
1660,39.94181
1661,28.804583
1662,25.466816
1663,28.177622
1664,34.62333
1665,24.015938
1666,32.173817
1667,37.000515
1668,29.900082
1669,38.987976
1670,24.015938
1671,44.769836
1672,32.950077
1673,24.015938
1674,22.796566
1675,24.467041
1676,20.691
1677,30.975256
1678,31.524433
1679,48.596188
1680,29.900082
1681,24.015938
1682,32.173817
1683,47.291477
1684,20.290483
1685,33.17245
1686,25.466816
1687,24.015938
1688,24.467041
1689,52.46795
1690,28.264277
1691,40.93431
1692,24.467041
1693,27.804808
1694,35.09462
1695,31.722713
1696,34.098713
1697,53.649837
1698,41.364098
1699,24.453564
1700,25.061138
1701,24.015938
1702,31.325712
1703,33.113163
1704,29.931286
1705,24.015938
1706,29.900082
1707,40.109386
1708,20.290483
1709,34.287163
1710,44.72242
1711,36.50546
1712,24.467041
1713,43.287334
1714,25.466816
1715,34.681362
1716,24.015938
1717,27.430819
1718,25.466816
1719,24.467041
1720,26.381575
1721,36.59678
1722,24.015938
1723,36.59678
1724,20.691
1725,24.467041
1726,42.380047
1727,30.275326
1728,29.900082
1729,33.572758
1730,26.859715
1731,24.467041
1732,44.769836
1733,40.24945
1734,20.691
1735,33.17245
1736,36.13095
1737,21.554422
1738,45.753284
1739,31.91217
1740,20.691
1741,40.235897
1742,37.68992
1743,43.720867
1744,24.015938
1745,42.02981
1746,24.015938
1747,24.467041
1748,36.885597
1749,26.596985
1750,44.769836
1751,29.747244
1752,47.306225
1753,24.015938
1754,36.956566
1755,44.212227
1756,22.659033
1757,36.57843
1758,25.466816
1759,58.81732
1760,27.804808
1761,31.896166
1762,23.110138
1763,31.722713
1764,24.015938
1765,23.518753
1766,38.185368
1767,41.407333
1768,24.467041
1769,37.88537
1770,22.275372
1771,24.015938
1772,24.015938
1773,33.36305
1774,38.342083
1775,34.73879
1776,25.466816
1777,24.015938
1778,26.859715
1779,45.43672
1780,39.449734
1781,24.109913
1782,25.466816
1783,36.43449
1784,34.287163
1785,39.07695
1786,24.467041
1787,24.015938
1788,25.466816
1789,24.015938
1790,33.623554
1791,24.467041
1792,27.634523
1793,27.177649
1794,37.956337
1795,49.348736
1796,30.462505
1797,22.275372
1798,25.466816
1799,24.015938
1800,22.00553
1801,36.14567
1802,37.35737
1803,27.430819
1804,29.93475
1805,38.163795
1806,27.177649
1807,27.177649
1808,20.59074
1809,33.88628
1810,38.989445
1811,24.015938
1812,24.015938
1813,29.900082
1814,21.554422
1815,24.015938
1816,24.467041
1817,16.86575
1818,33.17359
1819,24.467041
1820,24.015938
1821,33.852417
1822,36.02221
1823,32.09308
1824,23.110138
1825,37.541107
1826,25.466816
1827,24.467041
1828,47.595444
1829,24.467041
1830,33.17245
1831,28.543177
1832,29.853498
1833,27.353703
1834,22.00553
1835,37.956337
1836,38.683464
1837,33.36305
1838,24.015938
1839,22.345459
1840,34.287685
1841,24.467041
1842,26.859715
1843,43.60844
1844,32.577606
1845,24.109913
1846,24.015938
1847,29.853498
1848,33.266422
1849,22.659033
1850,29.900082
1851,55.789276
1852,24.015938
1853,29.274374
1854,32.34727
1855,24.015938
1856,31.722713
1857,46.416885
1858,29.900082
1859,32.224155
1860,50.20496
1861,31.07333
1862,26.107687
1863,24.467041
1864,29.900082
1865,27.177649
1866,20.691
1867,36.59678
1868,44.769836
1869,42.380047
1870,27.353703
1871,46.876957
1872,24.467041
1873,32.971035
1874,21.554422
1875,24.015938
1876,33.305634
